CodigoOC;Correlativo;CodigoCategoria;Categoria;CodigoProducto;Producto;EspecificacionComprador;EspecificacionProveedor;Cantidad;Unidad;PrecioNeto;TotalImpuestos;TotalLinea
1057532-353-CM26;1;0;;0;PASAJE AÉREO NACIONAL;(2237550) PASAJE AÉREO NACIONAL;(2237550) PASAJE AÉREO NACIONAL , Región Metropolitana de Santiago, Las Condes, Por correo electrónico;1.0;;63641.0;0.0;63641.0
1057532-386-CM26;1;0;;0;PASAJE AÉREO NACIONAL;(2237550) PASAJE AÉREO NACIONAL;(2237550) PASAJE AÉREO NACIONAL , Región Metropolitana de Santiago, Las Condes, Por correo electrónico;1.0;;38241.0;0.0;38241.0
1057532-385-CM26;1;0;;0;PASAJE AÉREO NACIONAL;(2237550) PASAJE AÉREO NACIONAL;(2237550) PASAJE AÉREO NACIONAL , Región Metropolitana de Santiago, Las Condes, Por correo electrónico;1.0;;45307.0;0.0;45307.0
1057532-239-AG26;1;31241500;Artículos de fabricación y producción / Óptica industrial / Lentes y prismas industriales;31241501;Lentes;LENTE BIFOCAL FOTOCROMATICO.;;1.0;;250000.0;0.0;0.0
1057532-46-SE26;1;42271500;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271503;Monitores de dióxido de carbono al final de la espiración (ETCO2) o suministros;Línea  de muestra Invasiva Adulto/Pediátrico (capnografía).  Línea de muestreo intubada y Adaptador vías respiratorias. Fiterline adulto/pediátrico. Código de referencia: ZOLAC8300-0521-01. Compatible con equipo Zoll Serie X. Linea 3;Línea muestra Invasiva Adulto/Pediátrico (capnografía) Línea de muestreo intubada y Adaptador vías respiratorias Fiterline adulto/pediátrico. Código de referencia: ZOLAC8300-0521-01 Compatible con equipo Zoll Serie X. Linea 3/Marca CAPNOMED Serie 5212S-10;50.0;;5900.0;0.0;295000.0
1057532-46-SE26;2;42271500;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271503;Monitores de dióxido de carbono al final de la esp;Línea de muestra Invasiva Neonatal (capnografía). Línea de muestreo intubada y   adaptador vías respiratorias. Fiterline neonatal. Código de referencia: ZOLAC83000522-01.  Compatible con equipo Zoll Serie X.;Línea de muestra Invasiva Neonatal (capnografía). Línea de muestreo intubada y   adaptador vías respiratorias. Fiterline neonatal. Código de referencia: ZOLAC83000522-01.  Compatible con equipo Zoll Serie X./Linea 3/Marca CAPNOMED Serie 5212S-11;40.0;;5990.0;0.0;239600.0
1057532-46-SE26;3;42181800;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Oxímetros de pulso;42181802;Cables de oximetros de pulso;Cable Transductor línea PA Invasiva modelo Edward. Compatible con equipo   marca Zoll X Serie.;Cable Transductor línea PA Invasiva modelo Edward. Compatible con equipo   marca Zoll X Serie./Línea 4/Marca UNIMED Serie BC-NK3-ED;1.0;;33000.0;0.0;33000.0
1057532-46-SE26;4;42271500;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271505;Kits de monitorización respiratoria o sus accesori;Cable Interfase SpO2 Nellcor Oximax. Código de referenciGEAC2021406-002. Compatible con equipo:  GE V100.;Cable Interfase SpO2 Nellcor Oximax. Código de referenciGEAC2021406-002. Compatible con equipo:  GE V100./Línea 5/ Marca  UNIMED Serie U 710-21P;1.0;;38000.0;0.0;38000.0
1057532-46-SE26;5;42271500;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271505;Kits de monitorización respiratoria o sus accesori;Sensor SpO2 adulto reusable. Tipo clip para dedo. Código de referencia:  NA-DS100-A. Compatible con equipo:  GE V100.;Sensor SpO2 adulto reusable. Tipo clip para dedo. Código de referencia:  NA-DS100-A. Compatible con equipo:  GE V100. /Línea 5/Marca UNIMED Serie U403-01P;1.0;;31000.0;0.0;31000.0
1057532-46-SE26;6;42271500;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Productos para el control respiratorio;42271505;Kits de monitorización respiratoria o sus accesori;Sensor SpO2 pediátrico. Tipo clip para dedo. Código de referencia: NADYS.  Compatible con equipo: GE V100./Línea 5/;Sensor SpO2 pediátrico. Tipo clip para dedo. Código de referencia: NADYS.  Compatible con equipo: GE V100./Línea 5/ Marca UNIMED Serie U103-01P;8.0;;31000.0;0.0;248000.0
1057532-46-SE26;7;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181716;Accesorios de electrocardiografía (ECG);Terminal ECG de 3 Leads (1 metro). Código de referencia:  0010-30-42732.  Compatible con equipo: Benevision N1.;Terminal ECG de 3 Leads (1 metro). Código de referencia:  0010-30-42732.  Compatible con equipo: Benevision N1./Línea 6/ Marca  UNIMED Serie MR3-90 P;8.0;;25000.0;0.0;200000.0
1057532-46-SE26;8;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181716;Accesorios de electrocardiografía (ECG);Cable Troncal ECG 3/5 Leads Adulto/Pediátrico Código de referencia:  0010-  30-42719. Compatible con equipo: Benevision N1;Cable Troncal ECG 3/5 Leads Adulto/Pediátrico Código de referencia:  0010-  30-42719. Compatible con equipo: Benevision N1./Linea 6Marca UNIMED Serie MR-2512;10.0;;31000.0;0.0;310000.0
1057532-46-SE26;9;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181716;Accesorios de electrocardiografía (ECG);Interfaz Saturometría (cable troncal) Código de referencia:  0010-20-42710.  Compatible con equipo: Benevision N1;Interfaz Saturometría (cable troncal) Código de referencia:  0010-20-42710.  Compatible con equipo: Benevision N1/Línea 6/ Marca UNIMED Serie U708-48;8.0;;31000.0;0.0;248000.0
1057532-46-SE26;10;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181716;Accesorios de electrocardiografía (ECG);Sensor SpO2 adulto reusable. Tipo clip para dedo Código de referencia:    512F-30-28263. Compatible con equipo: Benevision N1;Sensor SpO2 adulto reusable. Tipo clip para dedo Código de referencia:    512F-30-28263. Compatible con equipo: Benevision N1/Línea 6/ Marca UNIMED Serie U 403-01P;8.0;;28000.0;0.0;224000.0
1057532-46-SE26;11;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181716;Accesorios de electrocardiografía (ECG);Sensor SpO2 pediátrico reusable. Tipo clip para dedo Código de referencia:  512H-30-79061. Compatible con equipo: Benevision N1;Sensor SpO2 pediátrico reusable. Tipo clip para dedo Código de referencia:  512H-30-79061. Compatible con equipo: Benevision N1/Línea 6/Marca UNIMED Serie U 103-01P;6.0;;28000.0;0.0;168000.0
1057532-46-SE26;12;42181700;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Unidades de electrocardiografía (ECG) y productos relacionados;42181716;Accesorios de electrocardiografía (ECG);Sensor temperatura reusable multisitio Código de referencia:  0011-30-  37393. Compatible con equipo: Benevision N1/Línea 6/;Sensor temperatura reusable multisitio Código de referencia:  0011-30-  37393. Compatible con equipo: Benevision N1/Línea 6/Marca UNIMED SerieTMR-AS;6.0;;26000.0;0.0;156000.0
1057532-337-SE26;1;78111800;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;78111802;Servicios de autobuses regulares, recorridos fijos o servicios programados;Movilización Unidad Centro de Salud Mental comunitario COSAM Rahue (programa atención ambulatoria domiciliaria y PAZGA);Minubus / Salidas dentro de la ciudad / Febrero 2026;20.0;;79500.0;0.0;1590000.0
1057532-5801-SE25;1;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;recarga CILINDROS DE 0,4 m3 OXÍGENO;recarga CILINDROS DE 0,4 m3 OXÍGENO;25.0;;3384.0;0.0;84600.0
1057532-5801-SE25;2;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;Flete por CILINDROS;Flete por CILINDROS;37.0;;8849.0;0.0;327413.0
1057532-5801-SE25;3;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271701;Cilindros de gas médicos o dispositivos relacionad;recarga CILINDROS DE 6m3 OXÍGENO;recarga CILINDROS DE 6m3 OXÍGENO;12.0;;20304.0;0.0;243648.0
1057532-214-AG26;1;51102700;Medicamentos y productos farmacéuticos / Medicamentos anti infecciosos / Antisépticos;51102710;Antisépticos basados en alcohol o acetona;Alcohol gel al 70% frasco 340 ml. Según especificaciones adjuntas.;ALCOHOL GEL TOPICO 70% 340ML DIFEM;15.0;;4030.0;0.0;0.0
1057532-214-AG26;2;42293900;Equipamiento y suministros médicos / Productos quirúrgicos / Instrumentos quirúrgicos para empaque de heridas y productos relacionados;42293902;Instrumentos quirúrgicos para empaque de heridas;Equipo curación desechable.;KIT DE CURACION 2 PINZAS GHC CAJA X120;10.0;;1134.0;0.0;0.0
1057532-214-AG26;3;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142609;Jeringas médicas con aguja;"Jeringa 3 cc con aguja 21Gx 1 1/2"" luer lock. Según especificaciones adjuntas.";JERINGA 3ML LUER LOCK 21GX1 1/2 CRANBERRY;800.0;;44.0;0.0;0.0
1057532-214-AG26;4;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142609;Jeringas médicas con aguja;"Jeringa 5 cc con aguja 21 G x 1 1/2"" luer lock. Según especificaciones adjuntas.";JERINGA 5ML LUER LOCK 21GX1 1/2 CRANBERRY;500.0;;45.0;0.0;0.0
1057532-214-AG26;5;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142609;Jeringas médicas con aguja;"Jeringa 20 cc con aguja 21Gx 1 1/2"" luer lock. Según especificaciones adjuntas.";JERINGA 20ML LUER LOCK 21GX1 1/2 CRANBERRY;200.0;;115.0;0.0;0.0
1057532-214-AG26;6;42141600;Equipamiento y suministros médicos / Suministros y productos clínicos / Palanganas y bacinillas de cama y orinales y equipos de ingreso;42141606;Palanganas médicas para fines múltiples;Riñon Esteril desechable. Según especificaciones adjuntas.;RIÑON PLASTICO ESTERIL;550.0;;780.0;0.0;0.0
1057532-214-AG26;7;85121800;Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Laboratorios clínicos;85121810;Test de detección de drogas o alcohol;Test screaning de drogas en orina. Según especificaciones adjuntas.;TEST RAPIDO DE DROGAS PANEL PARA 6 PARAMETROS EN ORINA JUSCHECK;50.0;;2050.0;0.0;0.0
1057532-214-AG26;8;41115800;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Analizadores, accesorios y suministros clínicos y de diagnósticos;41115830;Analizadores de glucosa;Tiras reactivas Accu Check Perfoma. Según especificaciones adjuntas.;TIRAS REACTIVAS ACCU-CHEK PERFORMA 50 UN;50.0;;216.0;0.0;0.0
1057532-214-AG26;9;42132200;Equipamiento y suministros médicos / Vestuario clínico / Guantes médicos y accesorios;42132205;Guantes quirúrgicos;Guantes talla XS de latex sin polvo. Según especificaciones adjuntas.;GUANTE DE LATEX SIN POLVO TALLA XS TRESOR;1200.0;;38.0;0.0;0.0
1057532-214-AG26;10;42141500;Equipamiento y suministros médicos / Suministros y productos clínicos / Torundas de algodón y aplicadoras de algodón;42141501;Algodoneras o fibra;Torulas de algodón 0.5 gr. Según especificaciones adjuntas.;TORULA DE ALGODON 0,5GR CRANBERRY BOLSA X100;20.0;;720.0;0.0;0.0
1057532-214-AG26;11;42294700;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo de perfusión de corazón abierto, monitores, accesorios y productos relacionados;42294710;Equipos y accesorios de calentador o enfriador de perfusión o calentador y enfriador dual;Cooler portatil de 8 litros azul tapa blanca. Según especificaciones adjuntas.;COOLER NEVERA PORTATIL 8 LITROS;1.0;;38620.0;0.0;0.0
1057532-214-AG26;12;31261500;Artículos de fabricación y producción / Cubiertas, cajas y envoltorios / Cubiertas y cajas;31261501;Cubiertas y cajas de plástico;Caja de plastico de 15 litros. Según especificaciones adjuntas.;CAJA ORGANIZADORA PLASTICA C/TAPA 15 LITROS;1.0;;8230.0;0.0;0.0
1057532-214-AG26;13;41111500;Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos de medición de peso;41111501;Balanzas electrónicas de carga superior;Pesa digital. Según especificaciones adjuntas.;PESA DIGITAL SCALE 100 VIDRIO;2.0;;23530.0;0.0;0.0
1057532-214-AG26;14;42191600;Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Sistemas de construcción de instalaciones médicas;42191607;Hardware de vías carriles de cortina o biombos o cortinas de cubículo del paciente;Biombo clinico de 3 cuerpos. Según especificaciones adjuntas.;BIOMBO CLINICO 3 CUERPOS ESMALTADO CON RUEDAS;1.0;;99900.0;0.0;0.0
1057532-357-SE26;1;78111800;Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera;78111802;Servicios de autobuses regulares, recorridos fijos o servicios programados;Movilización Unidad CDR Kümelen (usuarios y funcionarios);Viajes dentro del radio urbano/Enero 2026;20.0;;157370.0;0.0;3147400.0
1057922-2-AG26;1;54111600;Productos para relojería, joyería y gemas / Relojes / Relojes de pulsera o bolsillo;54111601;Relojes de pared;Termohigrómetro  Según Especificaciones Técnicas Adjuntas;Termohigrómetro  Modelo:HTC-2  Plazo de Entrega: 10 días hábiles  Garantía Técnica: 1 Año.  Calibración: 1 Año  Según Especificaciones Técnicas Adjuntas;2.0;;7900.0;0.0;0.0
1057532-347-AG26;1;42171900;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Contenedores de almacenaje para servicios médicos de urgencia;42171917;Estuches o bolsas de primeros auxilios para los servicios médicos de urgencias o accesorios;2 Práctico bolso para llevar un DEA y otros insumos de forma practica y ordenada. Cuenta con bolsillos interiores transparentes para visualizar mejor los insumos sanitarios.    Además posee una correa para llevar el bolso en el hombro cómodamente. Cuenta con cintas reflectantes en el exterior.  35 x22 x15 cm  Tela engomada  11,5 L  Cinta reflectante en el exterior.  • Costuras reforzadas.;2 Práctico bolso para llevar un DEA y otros insumos de forma practica y ordenada. Cuenta con bolsillos interiores transparentes para visualizar mejor los insumos sanitarios.    Además posee una correa para llevar el bolso en el hombro cómodamente. Cuenta;2.0;;55000.0;0.0;0.0
1057532-347-AG26;2;42171900;Equipamiento y suministros médicos / Artículos médicos para urgencias y atención en terreno / Contenedores de almacenaje para servicios médicos de urgencia;42171917;Estuches o bolsas de primeros auxilios para los servicios médicos de urgencias o accesorios;MOCHILA Y KIT EMERGENCIA    El kit contiene:    1 - Mochila Roja o Gris Básica 15 Litros,  1 - Linterna AA o Linterna LED recargable USB  1 - Alcohol gel 60ml,  1 - Manta térmica 130x210 cms.,  1 - Toallitas húmedas o desinfectantes,  1 - Radio AM/FM,  4 - pilas AA,  8 - bolsas de agua de 125 ml o dos (02) de 500 ml - 5 años duración o una (1) de 1 litro - 10 años duración, según stock.  1 - Barra o ración calórica de 2400K o 2500K o 3600K o equivalente - 5 años duración, según stock.  1 - Fósforos resistent;MOCHILA Y KIT EMERGENCIA    El kit contiene:    1 - Mochila Roja o Gris Básica 15 Litros,  1 - Linterna AA o Linterna LED recargable USB  1 - Alcohol gel 60ml,  1 - Manta térmica 130x210 cms.,  1 - Toallitas húmedas o desinfectantes,  1 - Radio AM/FM,  4;2.0;;85000.0;0.0;0.0
1057532-379-SE26;1;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES"". CDR KUMELEN. ENERO 2026";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057532-380-SE26;1;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES""/ Casa PRAIS Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057532-377-SE26;1;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES""/ DSSO Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;5.0;;80729.0;0.0;403645.0
1057532-377-SE26;2;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES""/ Edificio Rodríguez Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057532-383-SE26;1;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES""/ COSAM Rahue Alto Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057532-383-SE26;2;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES""/ COSAM Rahue Infantil Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057532-382-SE26;1;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES"". COSAM Oriente Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057532-378-SE26;1;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES""/ Base SAMU Rahue Alto Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057532-381-SE26;1;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES""/ CT Peulla Ambulatorio Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057532-381-SE26;2;44103200;Equipos, accesorios y suministros de oficina / Maquinarias, suministros y accesorios de oficina / Máquinas y accesorios para registro de hora y asistencia en la oficina;44103201;Reloj de control;"“SERVICIO DE REGISTRO DE INFORMACIÓN DE CONTROL DE ASISTENCIA RELOJ CONTROL BIOLETRICO PARA EL SERVICIO DE SALUD OSORNO Y SUS ESTABLECIMIENTOS DEPENDIENTES, POR 36 MESES""/ CT Peulla Residencial Enero 2026.";SERVICIO DE REGISTRO DE INFORMACION DE CONTROL DE ASISTENCIA RELOJ CONTROL;1.0;;80729.0;0.0;80729.0
1057922-19-SE26;1;42181500;Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Evaluación de diagnóstico y productos para examen de uso general;42181515;Bandejas de examen;BANDEJA EXAMEN (DIAGNÓSTICO), marca/modelo Amnotec GMBH, Garantía técnica 60 meses, Plazo de Entrega al 31.07.2026.;BANDEJA EXAMEN DIAGNÓSTICO;180.0;;57236.0;0.0;10302480.0
1057922-19-SE26;2;42141600;Equipamiento y suministros médicos / Suministros y productos clínicos / Palanganas y bacinillas de cama y orinales y equipos de ingreso;42141606;Palanganas médicas para fines múltiples;RIÑÓN ACERO INOXIDABLE, marca/modelo Amnotec GMBH, Garantía técnica 60 meses, Plazo de Entrega al 31.07.2026.;RIÑÓN ACERO INOXIDABLE;49.0;;8733.0;0.0;427917.0
1057922-19-SE26;3;42295100;Equipamiento y suministros médicos / Productos quirúrgicos / Equipo quirúrgico, accesorios y productos relacionados;42295132;Estuches para instrumentos quirúrgicos o accesorios;SET COMPLEJO OPERATORIO, marca/modelo Amnotec GMBH, Garantía técnica 60 meses, Plazo de Entrega al 31.07.2026.;SET COMPLEJO OPERATORIO;6.0;;2687810.0;0.0;16126860.0
1057922-19-SE26;4;42143100;Equipamiento y suministros médicos / Suministros y productos clínicos / Equipo y suministros de obstetricia y ginecología;42143102;Dispositivos uterinos o accesorios;SET INSERCIÓN DIU, marca/modelo Amnotec GMBH, Garantía técnica 60 meses, Plazo de Entrega al 31.07.2026.;SET INSERCIÓN DIU;12.0;;351597.0;0.0;4219164.0
1057922-19-SE26;5;53131600;Ropa, maletas y productos de aseo personal / Artículos de baño o tocador / Artículos de baño y cuerpo;53131618;Utensilios de pedicura;SET INSTRUMENTAL DE PODOLOGÍA, marca/modelo Amnotec GMBH, Garantía técnica 60 meses, Plazo de Entrega al 31.07.2026.;SET INSTRUMENTAL DE PODOLOGÍA;6.0;;464085.0;0.0;2784510.0
1057922-19-SE26;6;42142600;Equipamiento y suministros médicos / Suministros y productos clínicos / Jeringas y accesorios;42142601;Jeringas médicas de aspiración o irrigación;SET LAVADO DE OÍDOS, marca/modelo Amnotec GMBH, Garantía técnica 60 meses, Plazo de Entrega al 31.07.2026.;SET LAVADO DE OÍDOS;3.0;;132058.0;0.0;396174.0
1057922-19-SE26;7;42271700;Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Sistemas y dispositivos de terapia de entrega de oxígeno;42271710;Catéteres o kits de cateterización nasal médica;SET TAPONAMIENTO NASAL, marca/modelo Amnotec GMBH, Garantía técnica 60 meses, Plazo de Entrega al 31.07.2026.;SET TAPONAMIENTO NASAL;9.0;;208850.0;0.0;1879650.0
1057532-240-AG26;1;31241500;Artículos de fabricación y producción / Óptica industrial / Lentes y prismas industriales;31241501;Lentes;1 LENTE OPTICO BIFOCAL.;;1.0;;125966.0;0.0;0.0
1057532-213-AG26;1;42311500;Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados;42311505;Vendas o vendajes para uso general;Parche curita redondo.;;300.0;;10.0;0.0;0.0
1057532-213-AG26;2;41104100;Equipamiento para laboratorios / Equipos e insumos para laboratorio / Contenedores para especímenes de laboratorio;41104107;Tubos o contenedores de almacenamiento de sangre en vacío;Camisa para tubo tipo Vacutainer.;;500.0;;170.0;0.0;0.0
1057532-95-CM26;1;0;;0;ESTACIÓN DE SERVICIO DIESEL - REGIÓN DE LOS LAGOS DESCUENTO PESOS POR LITRO;(2237135) ESTACIÓN DE SERVICIO DIESEL - REGIÓN DE LOS LAGOS DESCUENTO PESOS POR LITRO;(2237135) ESTACIÓN DE SERVICIO DIESEL - REGIÓN DE LOS LAGOS DESCUENTO PESOS POR LITRO , Región Metropolitana de Santiago, Santiago, Direccion no aplica a productos virtuales, Descuento $54;1.0;;7950000.0;0.0;7950000.0
1057532-338-SE26;1;91111900;Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;MENSUALIDAD / FEBRERO 2026.;CONTRATACION DE CUPOS PARA EL SERVICIO DE ADMINISTRACIÓN DEL BENEFICIO DE SALA CUNA PARA HIJOS/AS FUNCIONARIAS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO, AÑO 2025;11.0;;390000.0;0.0;4290000.0
1057532-338-SE26;2;91111900;Servicios de cuidado personal y domésticos / Servicio doméstico y de cuidados / Cuidado de niños, personas enfermas y ancianos;91111901;Jardines infantiles o salas cunas;MATRICULA / FEBRERO 2026.;CONTRATACION DE CUPOS PARA EL SERVICIO DE ADMINISTRACIÓN DEL BENEFICIO DE SALA CUNA PARA HIJOS/AS FUNCIONARIAS DEPENDIENTES DEL SERVICIO DE SALUD OSORNO, AÑO 2025;1.0;;380000.0;0.0;380000.0
1057976-3-SE26;1;80111700;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Contratación de personal;80111715;Profesionales;Especialista en Instalaciones Sanitarias  Fecha visita día 19-01-2026.  Valor visita 18 UF.  Profesional Sr. Eduardo Leyton;"VISITA DE ESPECIALISTA EN INSTALACIONES SANITARIAS PARA LA OBRA ""REPOSICIÓN CECOSF EL ENCANTO, COMUNA DE PUYEHUE""";1.0;;715401.9;0.0;715401.9
1057976-3-SE26;2;80111700;Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Contratación de personal;80111715;Profesionales;Especialista en Instalaciones Sanitarias  Fecha visita día 19-01-2026.  Valor visita 18 UF.  Profesional Sr. Eduardo Leyton;"VISITA DE ESPECIALISTA EN PAVIMIEMENTOS INTERIOR, EXTERIOR, FAJA DE ACCESO Y EVACUACIÓMN AGUAS LLUVIAS PARA LA OBRA ""REPOSICIÓN CECOSF EL ENCANTO, COMUNA DE PUYEHUE""";1.0;;715401.9;0.0;715401.9
